+-----+--------------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                             |
|eruvim-merged.txt-087a-0007  |157  |157:96.9%, 131:2.4%, 98:0.0%   |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0008  |157  |157:99.4%, 98:0.0%, 81:0.0%    |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0009  |157  |157:97.4%, 81:1.9%, 98:0.0%    |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0010  |157  |157:97.4%, 81:1.8%, 98:0.0%    |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0011  |157  |157:82.0%, 172:14.6%, 81:2.8%  |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0012  |157  |157:51.1%, 172:43.3%, 131:2.7% |square, cubits, space, open, thousand, total, million, corners, quarter, city                           |
|eruvim-merged.txt-087a-0013  |172  |172:67.7%, 157:29.1%, 131:2.6% |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0014  |172  |172:78.8%, 157:17.8%, 131:2.7% |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0015  |172  |172:99.5%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0016  |172  |172:99.4%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0017  |172  |172:99.1%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0018  |172  |172:99.3%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0019  |172  |172:99.4%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0020  |172  |172:93.2%, 12:4.5%, 149:1.5%   |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0021  |172  |172:94.2%, 12:3.8%, 149:1.3%   |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0022  |172  |172:99.6%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0023  |172  |172:99.6%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0024  |172  |172:99.6%, 98:0.0%, 81:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0025  |172  |172:92.4%, 145:7.0%, 98:0.0%   |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0026  |172  |172:91.9%, 145:7.6%, 98:0.0%   |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0027  |172  |172:87.5%, 145:11.6%, 98:0.0%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0028  |172  |172:82.1%, 145:16.9%, 98:0.0%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0029  |172  |172:63.5%, 81:14.2%, 167:9.5%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0030  |172  |172:61.2%, 81:15.1%, 98:6.9%   |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0031  |172  |172:46.4%, 81:33.7%, 167:5.9%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0032  |172  |172:56.4%, 81:27.0%, 131:4.5%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0033  |172  |172:67.2%, 81:13.1%, 60:9.4%   |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0034  |172  |172:81.3%, 60:15.7%, 131:2.2%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0035  |172  |172:81.4%, 60:13.9%, 131:3.8%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0036  |172  |172:82.4%, 60:13.4%, 131:3.4%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0037  |172  |172:89.6%, 60:9.5%, 98:0.0%    |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0038  |172  |172:61.5%, 188:11.7%, 75:8.4%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0039  |172  |172:47.5%, 81:35.7%, 188:6.0%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0040  |172  |172:51.6%, 81:33.7%, 188:5.3%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0041  |172  |172:43.6%, 81:43.5%, 188:4.1%  |partition, canyon, double, length, handbreadths, measurement, cubits, partitions, four, width           |
|eruvim-merged.txt-087a-0042  |81   |81:57.4%, 172:18.9%, 131:11.5% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0043  |81   |81:56.3%, 131:18.2%, 145:9.8%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0044  |81   |81:52.4%, 131:15.5%, 145:11.8% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0045  |81   |81:57.6%, 131:13.8%, 145:9.8%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0046  |81   |81:54.0%, 131:12.5%, 145:10.1% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0047  |81   |81:44.3%, 72:14.5%, 1:9.8%     |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0048  |81   |81:33.9%, 72:19.2%, 1:13.8%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0049  |81   |81:55.2%, 1:11.1%, 161:10.8%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0050  |81   |81:70.6%, 26:6.8%, 161:5.9%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0051  |81   |81:65.2%, 26:11.7%, 161:11.1%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0052  |81   |81:66.5%, 172:9.2%, 161:7.7%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0053  |81   |81:84.5%, 172:12.8%, 72:2.0%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0054  |81   |81:63.5%, 172:18.9%, 98:8.5%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0055  |81   |81:50.1%, 172:22.1%, 98:16.4%  |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0056  |81   |81:84.6%, 172:7.7%, 72:7.0%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0057  |81   |81:76.3%, 72:23.1%, 98:0.0%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0058  |81   |81:72.2%, 72:27.3%, 98:0.0%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0059  |81   |81:72.3%, 72:25.0%, 137:2.1%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0060  |81   |81:70.0%, 72:27.0%, 137:2.4%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0061  |81   |81:65.1%, 72:29.3%, 137:4.9%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0062  |81   |81:77.9%, 72:14.1%, 137:7.4%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0063  |81   |81:81.3%, 137:14.4%, 72:3.4%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0064  |81   |81:85.0%, 137:13.6%, 98:0.0%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087a-0065  |81   |81:84.5%, 137:14.0%, 98:0.0%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0000  |81   |81:88.4%, 67:5.5%, 72:5.1%     |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0001  |81   |81:63.3%, 145:14.9%, 1:9.8%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0002  |81   |81:47.6%, 1:17.2%, 145:15.9%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0003  |81   |81:36.7%, 1:26.1%, 145:22.2%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0004  |1    |1:33.5%, 145:26.2%, 81:20.6%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-087b-0005  |1    |1:40.6%, 145:26.7%, 45:18.7%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-087b-0006  |1    |1:35.7%, 45:31.7%, 98:19.5%    |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-087b-0007  |1    |1:35.4%, 127:23.6%, 98:22.9%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-087b-0008  |127  |127:40.7%, 1:32.2%, 98:14.4%   |today, weekday, ordinary, hashana, rosh, barrier, festival, dosa, day, tomorrow                         |
|eruvim-merged.txt-087b-0009  |127  |127:55.8%, 1:33.1%, 98:10.2%   |today, weekday, ordinary, hashana, rosh, barrier, festival, dosa, day, tomorrow                         |
|eruvim-merged.txt-087b-0010  |127  |127:41.8%, 145:16.3%, 1:15.0%  |today, weekday, ordinary, hashana, rosh, barrier, festival, dosa, day, tomorrow                         |
|eruvim-merged.txt-087b-0011  |127  |127:26.2%, 145:17.8%, 1:15.4%  |today, weekday, ordinary, hashana, rosh, barrier, festival, dosa, day, tomorrow                         |
|eruvim-merged.txt-087b-0012  |72   |72:27.3%, 81:26.2%, 1:13.6%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0013  |81   |81:42.3%, 72:35.1%, 63:7.5%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0014  |72   |72:46.2%, 81:38.6%, 63:5.8%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0015  |72   |72:62.1%, 81:34.3%, 193:1.5%   |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0016  |72   |72:71.6%, 81:27.9%, 98:0.0%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0017  |72   |72:69.6%, 81:29.9%, 98:0.0%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0018  |72   |72:77.0%, 98:13.6%, 81:8.7%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0019  |72   |72:53.1%, 81:25.7%, 98:15.4%   |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0020  |72   |72:42.8%, 81:35.4%, 98:7.2%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-087b-0021  |81   |81:55.9%, 72:25.4%, 60:7.4%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0022  |81   |81:73.3%, 72:10.6%, 60:6.3%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0023  |81   |81:81.7%, 121:6.6%, 60:6.4%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0024  |81   |81:73.9%, 13:6.1%, 121:6.0%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0025  |81   |81:77.4%, 13:8.3%, 121:6.1%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0026  |81   |81:69.1%, 13:16.9%, 121:7.6%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0027  |81   |81:48.6%, 48:25.0%, 13:14.1%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0028  |81   |81:68.4%, 13:10.9%, 48:10.6%   |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-087b-0029  |81   |81:77.1%, 48:16.6%, 76:5.3%    |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
